STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2024,,32.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2010,,21.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2011,,21.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2012,,22.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2013,,24.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2014,,26.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2015,,26.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2016,,26.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2017,,25.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2018,,27.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2019,,28.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2020,,32.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2021,,34.5,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2022,,34.7,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2023,,36.5,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FR,France,2024,,37.5,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2010,,19.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2011,,19.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2012,,19.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2013,,21.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2014,,17.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2015,,18.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2016,,20.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2017,,20.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2018,,25.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2019,,31.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2020,,30.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2021,,23.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2022,,25.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2023,,27.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HR,Croatia,2024,,27.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2010,,10.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2011,,11.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2012,,13.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2013,,12.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2014,,13.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2015,,11.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2016,,11.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2017,,12.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2018,,14.1,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2019,,15.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2020,,16.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2021,,16.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2022,,17.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2023,,15.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,HU,Hungary,2024,,15.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2010,,34.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2011,,33.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2012,,33.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2013,,34.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2014,,36.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2015,,37.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2016,,37.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2017,,39.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2018,,41.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2019,,42.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2020,,47.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2021,,46.3,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2022,,47.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2023,,49.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IE,Ireland,2024,,51.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2010,,18.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2011,,27.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2012,,17.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2013,,35.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2014,,41.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2015,,39.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2016,,33.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2017,,36.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2018,,41.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2019,,42.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2020,,35.5,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2021,,35.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2022,,41.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2023,,30.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IS,Iceland,2024,,36.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IT,Italy,2010,,15.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IT,Italy,2011,,14.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,IT,Italy,2012,,14.7,,,,,
