STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2012,,14.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2013,,15.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2014,,15.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2015,,16.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2016,,17.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2017,,17.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2018,,19.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2019,,21.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2020,,24.9,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2021,,25.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2022,,24.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2023,,27.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DE,Germany,2024,,32.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2010,,27.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2011,,30.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2012,,30.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2013,,27.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2014,,31.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2015,,35.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2016,,34.8,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2017,,38.1,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2018,,43.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2019,,40.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2020,,41.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2021,,39.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2022,,42.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2023,,40.5,,b,break in time series,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,DK,Denmark,2024,,44.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2010,,25.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2011,,35.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2012,,32.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2013,,35.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2014,,34.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2015,,34.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2016,,29.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2017,,29.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2018,,33.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2019,,30.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2020,,36.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2021,,31.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2022,,37.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2023,,32.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EE,Estonia,2024,,39.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2010,,23.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2011,,25.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2012,,24.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2013,,25.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2014,,24.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2015,,27.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2016,,28.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2017,,28.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2018,,27.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2019,,27.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2020,,28.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2021,,31.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2022,,29.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2023,,30.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EL,Greece,2024,,29.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2010,,24.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2011,,25.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2012,,26.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2013,,27.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2014,,27.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2015,,27.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2016,,27.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2017,,27.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2018,,27.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2019,,29.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2020,,32.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2021,,30.9,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2022,,30.3,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2023,,31.6,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,ES,Spain,2024,,32.0,,d,definition differs (see metadata),,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2010,,19.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2011,,20.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2012,,21.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2013,,22.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2014,,22.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2015,,23.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2016,,23.6,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2017,,23.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2018,,24.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2019,,25.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2020,,28.1,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2021,,27.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2022,,27.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2023,,28.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,EU27_2020,European Union - 27 countries (from 2020),2024,,30.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2010,,28.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2011,,27.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2012,,26.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2013,,29.2,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2014,,30.8,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2015,,31.5,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2016,,34.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2017,,34.4,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2018,,30.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2019,,32.9,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2020,,33.7,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2021,,35.0,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2022,,32.3,,,,,
dataflow,ESTAT:UNE_EDUC_A(1.0),"Unemployment by sex, age and educational attainment - annual data",A,Annual,F,Females,ED5-8,Tertiary education (levels 5-8),Y20-64,From 20 to 64 years,PC_UNE,Percentage of unemployment,FI,Finland,2023,,32.4,,,,,
