STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isced11,International Standard Classification of Education (ISCED 2011),wstatus,Labour force and employment status,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2015,,4.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2016,,4.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2017,,4.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2018,,3.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2019,,3.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2020,,3.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2021,,5.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2022,,4.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2023,,3.9,,u,low reliability,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2024,,3.6,,u,low reliability,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2010,,30.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2011,,31.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2012,,31.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2013,,31.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2014,,33.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2015,,39.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2016,,39.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2017,,36.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2018,,33.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2019,,31.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2020,,32.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2021,,32.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2022,,34.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2023,,34.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LV,Latvia,2024,,33.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2011,,13.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2012,,14.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2013,,14.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2014,,16.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2015,,17.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2016,,17.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2017,,19.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2018,,21.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2019,,19.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,ME,Montenegro,2020,,19.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2010,,40.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2011,,38.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2012,,40.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2013,,44.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2014,,44.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2015,,44.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2016,,45.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2017,,51.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2018,,52.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2019,,47.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2020,,42.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2021,,36.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2022,,36.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2023,,37.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MK,North Macedonia,2024,,39.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2010,,3.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2011,,3.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2012,,3.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2013,,3.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2014,,4.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2015,,5.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2016,,6.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2017,,6.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2018,,6.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2019,,8.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2020,,8.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,MT,Malta,2021,,9.3,,b,break in time series,,
