STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isced11,International Standard Classification of Education (ISCED 2011),wstatus,Labour force and employment status,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2014,,86.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2015,,82.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2016,,76.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2017,,66.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2018,,64.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2019,,76.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2020,,81.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2021,,85.8,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2022,,90.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2023,,91.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HR,Croatia,2024,,96.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2010,,205.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2011,,198.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2012,,186.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2013,,177.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2014,,190.8,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2015,,188.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2016,,186.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2017,,185.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2018,,187.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2019,,197.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2020,,213.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2021,,226.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2022,,234.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2023,,230.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,HU,Hungary,2024,,215.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2010,,84.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2011,,84.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2012,,83.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2013,,86.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2014,,91.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2015,,90.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2016,,86.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2017,,84.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2018,,89.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2019,,86.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2020,,79.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2021,,80.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2022,,89.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2023,,86.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IE,Ireland,2024,,82.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2010,,5.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2011,,6.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2012,,6.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2013,,6.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2014,,6.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2015,,6.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2016,,7.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2017,,6.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2018,,6.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2019,,5.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2020,,5.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2021,,8.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2022,,8.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2023,,8.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IS,Iceland,2024,,8.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2010,,1492.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2011,,1502.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2012,,1489.5,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2013,,1464.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2014,,1458.8,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2015,,1437.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2016,,1425.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2017,,1406.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2018,,1395.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2019,,1387.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2020,,1345.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2021,,1314.2,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2022,,1343.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2023,,1400.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,IT,Italy,2024,,1384.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2010,,44.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2011,,41.2,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2012,,46.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2013,,51.4,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2014,,50.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2015,,52.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2016,,56.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2017,,53.6,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2018,,51.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2019,,53.8,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2020,,52.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2021,,44.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2022,,50.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2023,,54.1,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LT,Lithuania,2024,,54.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2010,,3.7,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2011,,4.0,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2012,,3.9,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2013,,4.3,,,,,
dataflow,ESTAT:LFSA_ESGAED(1.0),Self-employed persons by educational attainment level,A,Annual,THS_PER,Thousand persons,M,Males,Y20-64,From 20 to 64 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SELF,Self-employed persons,LU,Luxembourg,2014,,4.3,,b,break in time series,,
